id,problem
svsu_2015_mo_l1sol_15,"Given that p(x) = (x−1)(x3+2x−3)+(x−5)(x3+2x−3), what is the sum of the real solutions of p(x) = 0? (a) 4 (b) 6 (c) -2 (d) 7 (e) p(x) = 0 has no solution The answer is: (a)"
svsu_2015_mo_l1sol_16,"Given that (x,y) satisfies x2 + y2 = 9, what is the largest possible value of x2+3y2+4x? (a) 22 (b) 24 (c) 36 (d) 27 (e) 29 The answer is: (e)"
svsu_2015_mo_l1sol_17,"Mr. and Mrs. Alpha, Mr. and Mrs. Beta, and Mr. and Mrs. Gamma are standing in a line. How many ways are there line them up so that none of them are standing next to their spouse? (a) 144 (b) 240 (c) 288 (d) 432 (e) none of the above The answer is: (b)"
svsu_2015_mo_l1sol_18,"The sides of a right triangle are a,2a + 2d and 2a + 3d, with a and d both positive. The ratio of a to d is: (a) 5:1 (b) 27:2 (c) 4:1 (d) 1:5 (e) none of the above The answer is: (a)"
svsu_2015_mo_l1sol_19,Let f be a function defined on positive integers that satisfies f(k+2) = 4f(k). Which of the following could be an equation of f? (a) f(k) = 4k (b) f(k) = 4k (c)f(k) = 3(2)k + 1(−2)k 4 4 (d) f(k) = 1(4)k − 1(−4)k (e) none of the above 2 2 The answer is: (c)
svsu_2015_mo_l1sol_20,"The midpoints of the sides of a triangle are (1,1),(4,3), and (3,5). Find the area of the triangle. (a) 14 (b) 16 (c) 18 (d) 20 (e) 22 The answer is: (b)"
svsu_2015_mo_l1sol_21,"The side lengths of an equilateral triangle and a square are integers. If the triangle and the square have the same perimeter, which of the following is a possible side length of the triangle? (a) 1 (b) 10 (c) 18 (d) 20 (e) 25 The answer is: (d)"
svsu_2015_mo_l1sol_22,"If f(x) = ax2+bx+c , and if the y-intercept of f is 1 and the x-intercepts of f are 2 and 3, then a+b+c = (a) 2 (b) 6 (c) 1 (d) 5 (e) none of the above 3 3 The answer is: (c) Solution 1: Since the x-intercepts of f are 2 and 3, f(x) = a(x−2)(x−3). Since the y-intercept of f is 1, we know f(0) = 1, so a(−2)(−3) = 1 implying a = 1. 6 Multiplying out f(x) = 1(x−2)(x−3) = 1x2− 5x+1. Adding 1 − 5 +1 = 1. 6 6 6 6 6 3 Solution 2: Alternatively, Since the y-intercept of f is 1, we know f(0) = 1, so c = 1. Now the x-intercepts of f are 2 and 3, so f(2) = f(3) = 0 leading to the system 4a+2b+1 = 0 and 9a+3b+1 = 0. Solving the system gives a = 1 and 6 b = −5. Thus a+b+c = 1 − 5 +1 = 1. 6 6 6 3"
svsu_2015_mo_l1sol_23,"In the diagram, the rectangle is divided into nine smaller rectangles. The areas of five of these rectangles are given. Determine the area of the rectangle labelled R. 3 1 2 R 5 10 (a) 30 (b) 20 (c) 15 (d) 14 (e) 12 8 SVSU 2015 Math Olympics Solutions Level I-page 9 of 11 The answer is: (e)"
svsu_2015_mo_l1sol_24,"In the diagram, AB and BC are chords of the circle with AB < BC. If D is the point on the circle such that AD is perpendicular to BC and E is the point on the circle such that DE is parallel to BC, what is ∠EAC +∠ABC =? A B F D E C (a) 60◦ (b) 75◦ (c) 90◦ (d) 105◦ (e) 120◦ The answer is: (c)"
svsu_2015_mo_l1sol_25,"For how many integers n, with 2 ≤ n ≤ 80, is equal to an integer? 8 (a) 10 (b) 20 (c) 59 (d) 39 (e) 49 The answer is: (e)"
