id,problem
svsu_level1_11,Thestrangeoperation∗isdefinedtobe: a a∗b:= a+ 1 b whereaandbarerealnumbers. Find5∗(1∗3). (a) 15 (b) 5 (c) 15 (d) 20 (e) Noneoftheabove 19 7 16 23
svsu_level1_12,"0 1 x x2 Aquartercircleisinscribedinasquare. Arectanglewithdimensionsx and2x (asshown)isinscribedintheregionofthesquareoutsideofthe circle,touchingthecircle,asshown. Whatistheradiusofthecircleifthe diagonaloftherectangleequals10units? √ (a) 10 5 √ √ (b) 2 5 (c) 20 (d) 6 5 (e) Noneoftheabove"
svsu_level1_13,ThecircumferenceofGus’spizzais30%greaterthanthecircumferenceofMax’spizza. Theareaof Gus’spizzaiswhat%greaterthantheareaofMax’spizza? (a) 30% (b) 60% (c) 69% (d) 90% (e) Noneoftheabove SVSU–2008MathOlympics LevelI–Page3of4
svsu_level1_14,"Ifxy =10andx2y+xy2+x+y =99,findx2+y2. (a) 61 (b) 71 (c) 81 (d) Notenoughinformationgiven (e) Noneoftheabove"
svsu_level1_15,"Thedigitsofthewholenumbersfrom1to99areconcatenatedinordertoformthyenumberN: N =1234567891011121314...979899 Whichofthefollowingistrue? (a) N isdivisibleby3butnotby6and9 (b) N isdivisibleby3and6butnotby9 (c) N isdivisibleby3and9butnotby6 (d) N isnotdivisiblebyanyof3,6or9 (e) Noneoftheabove"
svsu_level1_16,Thedotsareoneunitapart. Whatisthearea(insquareunits)oftheregionthatiscommon toboththesquareandthetriangle? (a) 9 (b) 15 (c) 8 (d) 11 (e) 14 10 16 9 12 15
svsu_level1_17,Ausedcarsalesmansells2carsfor$6000each. Hemakesa25%profitonthefirstcarandtakesa20% lossonthesecondcar. Whichofthefollowingistrue? (a) Thesalesmanhasanetgainof5%onthetwotransactioncombined. (b) Thesalesmanhasanetgainof$300onthetwotransactioncombined. (c) Thesalesmanhasanetlossof$300onthetwotransactioncombined. (d) Thereisnotenoughinformationgiventodeterminehisnetgainorloss. (e) Noneoftheabove
svsu_level1_18,"Joewantstocookforhisfriendsusingarecipefromacookbook. Heneedstofeedalotofpeople,so hetriplestherecipe. Atthedinneronlytwothirdsofhisdishiseaten. Thenasheiscleaninguphe dropsonefourthoftheleftoversonthefloor,buthekeepstherest. Iftheoriginalcookbookrecipe makes8servings,howmanyservingswilltheleftoversmake? (a) 2 (b) 4 (c) 6 (d) 8 (e) Noneoftheabove"
svsu_level1_19,"MaxandGusstarttheirnewjobsonthesameday. InMax’sschedule,onerest-dayfollowseverythree work-days. InGus’sschedule,threerest-daysfolloweverysevenwork-days. Howmanytimesduring theirfirst1000daysdotheybothhavearest-dayonthesameday? (a) 48 (b) 50 (c) 72 (d) 75 (e) 100 SVSU–2008MathOlympics LevelI–Page4of4"
svsu_level1_20,"Two similar triangles, (cid:52)ABC and (cid:52)DEF have F P bases on line AE. The area of (cid:52)ABC is 100 x square units, while the area of (cid:52)DEF is 144 C squareunits. ThesideDE is6unitslong. The linesAE andPF areparallel. Findx. (a) 14.6 (b) 28 A B D E (c) 19.2 (d) 8 (e) Noneoftheabove"
svsu_level1_21,"Howmanyorderedpairs(m,n)ofpositiveintegersaresolutionsto 4 2 + =1? m n (a) 1 (b) 2 (c) 3 (d) 4 (e) Noneoftheabove"
svsu_level1_22,"Abagcontainsamixofredandbluemarbles. Ifoneredmarbleisremoved,thenone-seventhofthe remainingmarblesarered. Iftwobluemarblesareremovedinsteadofonered,thenone-fifthofthe remainingmarblesarered. Howmanymarbleswereinthebagoriginally? (a) 8 (b) 22 (c) 36 (d) 57 (e) Notenoughinformationgiven"
svsu_level1_23,"Whichshapecannot befilled,withoutanyoverlapping,usingcopiesofthe tileshowedontheright? (a) (b) (c) (d) (e)"
svsu_level1_24,Ithrowaballverticallyupintotheair. Whichofthesegraphsmightreasonablyshowthespeeds ofthe ballasafunctionoftimet sinceleavingmyhand? s s s s s (a) (b) (c) (d) (e) t t t t t
svsu_level1_25,"Ifyoutravel60milesat20milesperhourandthentravel60milesat30milesperhour,whatisyour averagespeedfortheentiretrip? (a) 60mph (b) 25mph (c) 23mph (d) 50mph (e) Noneoftheabove"
