id,problem
svsu_2013_mo_l2_12,"Let C be a point on the segmentAB. Consider the region shaded below, that is bounded by the three semicircles with diameters AC, AB and BC respectively. Let a, b and c be the lengths of AC, CB and CD, respectively. Then the area of the region is (a) (cid:25)ab cm2 (b) (cid:25)ac cm2 (c) (cid:25)bc cm2 (d) (cid:25)c2 cm2 2 4 4 4 (e) none of the above"
svsu_2013_mo_l2_13,"In an isosceles triangle, the inscribed circle has radius 2. Another circle of radius 1 is tangent to the inscribed circle and the two equal sides. What is the area of the triangle? √ √ √ (a) 20 (b) 11 3 (c) 13 2 (d) 16 2 (e) none of the above 3 SVSU 2013 Math Olympics Level II-page 4 of 5"
svsu_2013_mo_l2_14,Find the length of the third side of a triangle if the area of the triangle is 20 and two of its sides have lengths of 5 and 10. √ √ (a) 65 (b) 3 5 (c) 8 (d) 6 (e) none of the above
svsu_2013_mo_l2_15,"Nathan just aced his math test and he is hoping that his parents will reward him for his performance. Nathans parents decide that Nathan deserves a reward for his hard work; however, they like to add a little bit of chance to the reward. Nathans parents have 5 crisp new 5 dollar bills and 5 crisp new 10 dollar bills. They tell Nathan that he has to divide the bills into two groups. Nathans parents explain that after blindfolding Nathan they will place each group into a brown bag, after shuffling the bills. Then they will place one bag on the right hand side of a table and one on the left hand side of the table. He will choose one of the bags without examining them and then he will reach in and grab one of the bills. What is the highest probability of picking a 10 dollar bill that Nathan can achieve among all possible groupings of the bills? (a) 4/9 (b) 5/9 (c) 13/18 (d) 1 (e) none of the above"
svsu_2013_mo_l2_16,Howmanywaysaretheretochoose4differentnumbersfromtheset{1;2;3;4;5;6;7;8;9;10} so that no two of the 4 numbers are consecutive? (a) 20 (b) 35 (c) 40 (d) 45 (e) none of the above
svsu_2013_mo_l2_17,"If x;y > 0, log x+log y = 10 and xy = 144, then x+y = √y x 3 √ 2 (a) 30 (b) 12 2 (c) 13 3 (d) 24 (e) none of the above √ √ √"
svsu_2013_mo_l2_18,How many real numbers x satisfy the following equation 3+ 3+ 3+x = x? (a) 0 (b) 1 (c) 2 (d) 3 (e) infinitely many
svsu_2013_mo_l2_19,What is the coefficient of x18 in the polynomial (1+x)20 +x(1+x)19 +x2(1+x)18 +:::+x18(1+x)2? (a) 1310 (b) 1320 (c) 1330 (d) 1340 (e) none of the above
svsu_2013_mo_l2_20,Let f(x) be a function such that f(x)+f( 1 ) = x for all x not equal to 0 or 1. What 1(cid:0)x is the value of f(2)? (a) 3 (b) 1 (c) 7 (d) Cannot be determined from the given information 4 4 4 (e) none of the above 4 SVSU 2013 Math Olympics Level II-page 5 of 5
svsu_2013_mo_l2_21,Let a;b; and c be the three roots of x3 −64x−14. What is the value of a3 +b3 +c3 ? (a) −36 (b) 42 (c) 12 (d) 36 (e) none of the above
svsu_2013_mo_l2_22,Let △ABC be an equilateral triangle whose side is of length 1 inch. Let P be a point inside the triangle △ABC. Find the sum of the distances of P to the sides of the triangle △ABC. p p √ p (a) 3 (b) 2 (c) 2 3 (d) 2 (e) none of the above 2 3 2
svsu_2013_mo_l2_23,For how many integers n between 1 and 100 does x2 +x−n factor into the product of two linear factors with integer coefficients? (a) 9 (b) 2 (c) 1 (d) 10 (e) none of the above
svsu_2013_mo_l2_24,"Two in√tersecting circles each have radius 6, and the distance between the centers of the circles is 6 3√. Find the area of t√he region that lies ins√ide both circles. √ (a) 12(cid:25) −24 3 (b) 6(cid:25) −4 3 (c) 12(cid:25) −18 3 (d) 6(cid:25) −12 3 (e) none of the above"
svsu_2013_mo_l2_25,"Suppose 0 ≤ a < n for i = 0;1;2;:::;r. The number (a a :::a a ) represents the i r r(cid:0)1 1 0 n number a nr +:::+a n+a in base n. For example, (102) is the base 13 representation r 1 0 13 of 1·132 +0·131 +2·130 = 132 +2 = 171. In which bases n is (11) a perfect square? n (a) when n is a perfect square (b) for all positive integer n (c) no such n exists (d) when n is one less than a perfect square (e) none of the above 5"
