id,problem
svsu_2016_level1_solutions_13,What is the ones digit of 22016? (a) 0 (b) 2 (c) 4 (d) 6 (e) 8
svsu_2016_level1_solutions_14,What is the acute angle formed by the hour and the minute hands of a correctly working analog clock at 7:24 pm? (a) 66◦ (b) 72◦ (c) 78◦ (d) 82◦ (e) None of the above
svsu_2016_level1_solutions_15,"When we were preparing this test, we lost the question that went with these answers. Fortu- nately,sincetheremustbeexactlyonecorrectanswerforanyquestion,youcandecidewhich one answer below is true. (a) The cow jumped over the moon. (b) The cow jumped over the moon, or the little dog laughed to see such a sight. (c) The little dog laughed to see such a sight, or the dish ran away with the spoon. (d) The dish ran away with the spoon and the cow jumped over the moon. (e) If the cow didn't jump over the moon, then the little dog laughed to see such a sight."
svsu_2016_level1_solutions_16,Suppose −1<x<0. Which of the following is always true? (a) x3 <x<x4 <x2 (b) x3 <x<x2 <x4 (c) x<x3 <x2 <x4 (d) x4 <x3 <x2 <x (e) None of the above
svsu_2016_level1_solutions_17,"Tworhinosarechargingdirectlyateachotheratconstantspeedsofv andw feetpersecond, respectively. You foolishly approach them and start your stopwatch when they are d feet apart. Which expression gives the number of seconds before they collide? (a) d + d (b) v+w (c) d (d) dv2+w2 (e) None of the above v w d v+w 2"
svsu_2016_level1_solutions_18,"Which of the following statements are true for all real numbers x? (cid:112) (cid:112) I. x2 =x III. x4 =x2 (cid:112) (cid:112) II. 3x3 =x IV. x6 =x3 (a) I only (b) I and III only (c) II only (d) II and III only (e) I, II, III and IV (cid:113)"
svsu_2016_level1_solutions_19,"Given a triangle (cid:4)ABC, let G be the centroid of the triangle and l be a line not intersecting any of the sides of the triangle. If the distances of the vertices A, B and C to the line l are 5, 10 and 12 inches, respectively, what is the distance form G to l? (a) 7 inches (b) 9 inches (c) 11.5 inches (d) 13.5 inches (e) None of the above"
svsu_2016_level1_solutions_20,Ma Pickle is used to measuring vinegar for her pickle recipe from her blue coffee cup. She usesoneandahalfbluecoffee-cupsworthofvinegar. Onedayshebreaksherbluecoffee-cup and has to use her red coffee-cup instead. The red coffee-cup is an exact scale model of the blue coffee cup. The blue cup was 5 inches tall and the red cup is 3 inches tall. How many red coffee-cups worth of vinegar will equal one and a half blue coffee-cups of vinegar? (We assume Ma Pickle is good at estimating fractions of cups worth of liquid.) (a) 9/10 (b) 5/2 (c) 125/18 (d) 250/81 (e) None of the above
svsu_2016_level1_solutions_21,i1887+ 3−i = 1−i (a) 2 (b) 1 (c) 2+i (d) 1−3i (e) None of the above
svsu_2016_level1_solutions_22,"If f(x) = ax2+bx+c, find b so that the graph of y = f(x) passes through the points (3,−4), (−1,12) and (2,−3). (a) 6 (b) −6 (c) 12 (d) −12 (e) None of the above"
svsu_2016_level1_solutions_23,"In a monopoly market, the demand for a product is related to the price by the equation p = −3x+36,wherexisthenumberofunitsdemandedandsoldeachmonthandp isinhundreds of dollars. Revenue is given by price times the number of units sold. Profit is revenue minus cost. ThemonthlycostfunctionisgivenbyC(x)=2x2+6x+10. Findthepricethatmaximizes profit. (a) $2700 (b) $300 (c) $3500 (d) $4700 (e) None of the above"
svsu_2016_level1_solutions_24,"Aninsurancecompanyestimatesthat40%ofpolicyholderswhohaveonlyanautopolicywill renew next year and 60% of policyholders who have only a homeowners policy will renew next year. The company estimates that 80% of policyholders who have both an auto and homeowners policies will renew at least one of those policies next year. Company records show that 65% of policyholders have an auto policy, 50% of policyholders have a homeowners policy, and 15% of policyholders have both an auto and homeowners policy. Using the company's estimates, calculate the percentage of policyholders that will renew at least one policy next year. (a) 20 (b) 29 (c) 41 (d) 53 (e) 70"
svsu_2016_level1_solutions_25,Thirty items are arranged in a 6-by-5 array as shown: A A A A A 1 2 3 4 5 A A A A A 6 7 8 9 10 A A A A A 11 12 13 14 15 A A A A A 16 17 18 19 20 A A A A A 21 22 23 24 25 A A A A A 26 27 28 29 30 What is the number of ways to form a set of three distinct items such that no two selected items are in the same row or column? (a) 200 (b) 760 (c) 1200 (d) 4560 (e) 7200
