id,problem
svsu_2005level2_solutions_11,"A belt driven wheel system shown in the figure consists of two outside simple wheels of radii 5in and 3in, respectively, and a middle compound wheelmadebygluingconcentric2inand1inwheels,sothatthetwowheels will rotate as one unit. Two belts are attached tightly between the wheels as shown. If the 5in wheel is moving at 4 rotations per minute (rpm), how fast is the 3in wheel rotating? (a) 20/3 rpm (b) 20 rpm (c) 24 rpm (d) 30 rpm (e) None of the above SVSU – 2005 Math Olympics Level II – Page 4 Solution. E The ratio of the rotational speeds of two wheels connected by a belt is equal to ratio of their perimeters (= ratio of their radii). The two discs of the (middle) compound wheels rotate at the same speed. Hence speed of the compound wheel is 4×5 = 10 rpm, and the speed of the 2 3in wheel is 10× 1 = 10. 3 3"
svsu_2005level2_solutions_12,A rectangle in inscribed in a circle of radius 1. The angle from the center to the corner A is θ. The area of the rectangle equals θ (a) cos2θ−sin2θ (b) sin2θ (c) 2sin2θ (d) 2sinθcosθ (e) None of the above Solution. C The sides of the rectangle are 2sinθ and 2cosθ. So the area is 4sinθcosθ = 2sin2θ.
svsu_2005level2_solutions_13,A butterfly lands on one of the six squares of the t-shaped figure shown and then randomly moves to an adjacent square. What is the probability that G the butterfly ends up on the R square. Y W R B O (a) 1/2 (b) 1/3 (c) 2/3 (d) 1/6 (e) None of the above Solution. C Pr(Ending on R in the second step ) = Pr(landing on B then move to R ) + Pr(landing on W first then move to R) = 1 ·1+ 1 · 1 = 1 6 6 2 4
svsu_2005level2_solutions_14,"The corresponding trisectors of two angles (A and B) of a scalene triangle meet at points D and E. The third angle of the triangle (angle C) is 30 degrees. Find the measure of angle D. (a) 130 (b) 80 (c) 120 (d) 90 (e) None of the above Solution. B Since the sum of angles in any triangle is 180◦, we know that mCAB +mABC = 150◦, or, written using a and b, 3a+3b = 150◦. Therefore mDAB+mABD = 2a+2b = 2150◦ = 100◦, 3 and so the measure pf the angle D must be 80◦."
svsu_2005level2_solutions_15,"In ∆ABC, m6 ABC = 120◦, AB = 3 and BC = 4. If perpendiculars constructed to AB at A and to BC at C meet at D, then CD = 8 11 10 (a) 5 (b) √ (c) (d) √ (e) None of the above 3 2 3 D 60◦ Solution. D In construction in the problem, we extended AD and BC so they meet at A F. Then m6 DFC = 30◦. In the right 4FAB, FB = AB/sin(30◦) = 6. Hence FC = FB +BC = 6+4 = 10. Now, in the right 4FCD, CD = 3 √ FCtan(30◦) = 10/ 3. F 30◦ B 120◦ 4 C SVSU – 2005 Math Olympics Level II – Page 5"
svsu_2005level2_solutions_16,"Asquareofperimeter20isinscribedinasquareofperimeter28(inscribedmeansthevertices of the smaller square are on the sides of the larger square). What is the greatest distance between a vertex of the inner square and a vertex of the outer square? √ √ √ 7 5 √ (a) 5 3 (b) 58 (c) (d) 65 (e) None of the above 2 Solution. D The side length of the outer square is 7 and that of the inner one is 5. The cornersoftheinnersquaredivideeachsideoftheoutersquareintotwosegments of lengths x and y as in the figure. Without loss of generality assume x ≥ y. 7 So we have the following system of equations: y B x 5 y x x+y = 7 5 7 x2+y2 = 25 x y x y A So, y = 28−x, and x2+(7−x)2 = 25. Solving, we get (x,y) = (4,3). The vertex of the small square that is the farthest from the vertex A is B. Using the √ √ Pythagorean Theorem: AB = 42+72 = 65."
svsu_2005level2_solutions_17,"Thelargergearhas25teeth,andthesmallerhas15teeth. Ifthelarger gearrotatesthroughanangleof90◦,throughwhatanglemeasuredoes the small gear rotate? (a) 54◦ (b) 150◦ (c) 90◦ (d) 180◦ (e) None of the above Solution. B On the larger gear, there is 25 “teeth” in 360◦. So in 90◦, there will be 25/4 = 61 teeth. On 4 the smaller gear, each “tooth” corresponds to the angle of 360◦/15 = 24◦. So 61 teeth will 4 correspond to the rotation of 61 ·24◦ = 150◦. 4"
svsu_2005level2_solutions_18,"The Beatles (Paul, John, George and Ringo) took a math exam. Paul got correct half of the questions plus 7 questions, John got correct one third of the questions plus 17 questions, George got correct one fourth of the questions plus 22 questions, and Ringo got correct one fifth of the questions plus 25 questions. There were between one and 100 questions on the exam and each Beatle got an integer number of questions correct. Which Beatle got the most questions correct? (a) Only Paul (b) Only John (c) Only George (d) Only Ringo (e) At least two Beatles got the most questions correct. Solution. E Since each beatle answered an integer number of problems correctly, the total numeber of questions must be divisible by 2, 3, 4 and 5. The only number between 1 and 100 that is divisible by all these numbers is 60. So there was 60 questions. Writing down how many questions each Beatle got right, we have Paul: 60/2+7 = 37 questions. John: 60/3+17 = 37 questions. George: 60/4+22 = 37 questions. Ringo: 60/5+25 = 37 questions. SVSU – 2005 Math Olympics Level II – Page 6"
svsu_2005level2_solutions_19,"If L is the line whose equation is ax + by = c. Let M be the reflection of L through the y-axis, and let N be the reflection of L through the x-axis. Which of the following must be true about M and N for all choices of a, b, and c. (a) The x-intercepts of M and N are equal (b) The y-intercepts of M and N are equal (c) The slopes of M and N are equal (d) The slopes of M and N are reciprocal (e) None of the above Solution. C Reflecting a graph over the x-axis results in the line M whose equation is ax−by = c, while a reflection through the y-axis results in the line N whose equation is −ax+by = c. Both clearly have slope equal to a (from, say, the slope-intercept form of the equation). b"
svsu_2005level2_solutions_20,"Let f(x) be a cubic polynomial in one variable x such that f(0) 6= 0 and with no repeated roots. Supposethatf(x)andf(−x)shareacommonroot. Whichofthefollowingpolynomials qualifies to be the least common multiple of f(x) and f(−x)? (The numbers a, b and c below are distinct) (a) (x2−a)2(x−b)(x−c) (b) (x2−a)2(x2−b) (c) (x2−a)(x−b)(x−c) (d) (x2−a)(x2−b) (e) None of the above Solution. D Let a be the common root of f(x) and f(−x). Then a 6= 0 and f(−a) = 0, so −a is also a root of f(x). There must be one more root of f(x), we can call it b (a cubic polynomial cannot have exactly two simple roots). So the factors of f(x) are x−a, x+a and x−b. The factors of f(−x) will then be x+a, x−a and x+b. So the least common multiple could be (x−a)(x+a)(x−b)(x+b), choice D."
svsu_2005level2_solutions_21,"In the figure to the right, ABGH, BCFG and CDEF are G x H x F x E congruentsquareswithsidelengthx. Thesumoftheangles α+β equals x (a) π/3 (b) 3α (c) γ (d) π/2 α β γ A B C D (e) None of the above Solution. C FromtherighttrianglesADE,BDE, andCDE, respectively, wegettanα = 1/3andtanβ = 1/2. The addition formula for tangent is tanα+tanβ 1 + 1 5 tan(α+β) = = tan(α+β) = 3 2 = 6 = 1 1−tanαtanβ 1− 1 5 6 6 Since the angle α+β is in the first quadrant, it has to be π/4(= γ). SVSU – 2005 Math Olympics Level II – Page 7"
svsu_2005level2_solutions_22,"Thethreelittlepigsarediggingamoattokeepnastywolvesaway. Thefirsttwopigs, working together, could dig the moat in two hours. The first and third pigs, working together, could dig the moat in one hour and twelve minutes. The second and third pigs, working together, could complete the job in an hour and a half. How long will it take all three pigs working together to dig the moat? (a) 36 min (b) 45 min. (c) 50 min. (d) 54 min. (e) One hour. Solution. E Let x be the time (in minutes) it takes the first pig to dig the moat alone, y the time (in minutes) it takes the second pig to dig the moat alone, and z the time (in minutes) it takes thethirdpig. Consideringthefractionofthejobeachpairofpigscancompleteinoneminute, we get the equations 1 1 1 1 1 1 1 1 1 + = , + = , + = . x y 120 x z 72 y z 90 Adding the three equations, we get 2 + 2 + 2 = 1 + 1 + 1 = 3+5+4 = 1 . Hence x y z 120 72 90 360 30 1 + 1 + 1 = 1 . This is the fraction of the moat all three pigs working together would dig in x y z 60 one minute. Therefore it would take them 60 minutes to finish the whole moat."
svsu_2005level2_solutions_23,"Riders on a Ferris wheel travel in a circle in a vertical plane. A particular wheel has radius 20 ft and rotates at a constant rate of one revolution per minute. How many seconds does it take a rider travel from the bottom of the wheel to a point 10 vertical feet above the bottom? (a) 5 (b) 6 (c) 7.5 (d) 10 (e) None of the above Solution. D The dashed triangle is a right triangle with vertical leg 10 ft and hypotenuse 20 ft. The cosine 6 BAC is 10/20 = 1/2; hence, the m6 BAC = π/3. Inotherwords,theangleis1/6ofthefullrevolution. A Since one full revolution takes 60 seconds, and the rate of rotation is 10ft constant, it takes 10 seconds to get from the bottom (point B) to the 20ft C point C. 10ft B √"
svsu_2005level2_solutions_24,"For the regular pyramid to the right, the ratio h : a is 3 : 1. Find B the ratio t : a t √ √ (a) 2 : 1 (b) 2 2 : 1 (c) 4 : 1 (d) 2 5 : 1 h l C a (e) None of the above O D A Solution. D √ Note that the side of the base equals 2a. Hence EB = a. By hypothesis, h = 3a, hence √ √ in the right triangle POE, PE = h2+a2 = 3a2+a2 = 2a. Since in 4APB, PA = PB, and since E is the mid-point of AB, the 4PEB is a right triagle. Hence PB = √ √ p (PE)2+(EB)2 = 4a2+a2 = 5a"
svsu_2005level2_solutions_25,"Roadrunner and Coyote are running on a highway simultaneously starting at the same point. Each maintains a constant speed within each 4-mile interval of the road. The speed of Coyote doubles from one interval to the next, while the speed of Roadrunner is reduced by half after SVSU – 2005 Math Olympics Level II – Page 8 each interval. Roadrunner starts at the speed of 32 mph and Coyote at 1 mph. By the time Coyote catches up with Roadrunner, how many (complete) miles would each have run? (a) 20 (b) 22 (c) 24 (d) 26 (e) None of the above Solution. C During the k-th 4-mile segment, Cayote’s speed is 2k−1 and Roadrunner’s speed is 32/2k−1 = 26−k. So it take Cayote 4 ÷ 2k−1 = 23−k hours to finish the k-th segment, while it takes Roadrunner4÷26−k = 2k−4hours. Thetablebelowshowsthetimestocompletethesuccessive 4-mile segments Segment k k = 1 k = 2 k = 3 k = 4 k = 5 k = 6 Cayote’s time 4 2 1 1 1 1 2 4 8 RR’s time 1 1 1 1 2 4 8 4 2 From the table it is clear that the y both complete 6 full segments is the same amount of time t = 4+2+1+ 1 + 1 + 1. 2 4 8 Remark: Oncouldformalycomputetimeittakeseachtocompleteagivendistanced. Firstwritingd=4q+r with 0 ≤ r < 4; q being the complete number of 4-mile segment in d. From the speed of Cayote in each segment, it takes Cayote q t = (time to finish the k-th segment) +r/(speed during the (q+1)-st segment) C ! k=1 X q r (1)q−1 r = 23−k+ =4 2 + =2−q(8(2q−1)+r). 2q 1 −1 2q k=1 (cid:18) 2 (cid:19) X whereweusedthesumformulaofageometricseries. Computingthetimet forRoadrunnerinasimilarway, R then equating t and t , will get you q = 6; but this is more time consuming than the (somewhat ad hoc) C R solution we presented."
svsu_2005level2_solutions_26,"The vertex of the parabola that passes through the points (−1,0), (0,1) and (1,3) is (cid:18) (cid:19) (cid:18) (cid:19) 3 1 3 (a) − ,− (b) ,8 (c) (−1,−1) 2 8 2 (cid:18) (cid:19) 1 3 (d) , (e) None of the above 2 2 Solution. A Write y = ax2+bx+c. Setting (x,y) = (0,1) implies c = 1. To find a and b, we plug in the remaining two points and get: 0 = a−b+1 3 = a+b+1 Solving the system, we get a = 1/2 and b = 3/2. So the parabola is y = 1x2 + 3x + 1 2 2 The x-coordinate of the vertex is x = −b = −3. Putting this into the equation, we get the 2a 2 y-coordinate y = −1. 8"
