id,problem
svsu_2010_level2_18,"Supposeagroupofpeopleparticipateinamessagingsysteminwhichtheycansendmessages to others in the group. The system works according the following two rules: − If A can send a message to B and B can send a message to C, then C can send a message to A. − ForeachpairofdistinctpeopleAandB inthegroup,eitherAcansendamessagetoB or B can send a message to A but not both. Which of the following is true: (a) There cannot exist a messaging system satisfying these two rules. (b) There must be an even number of people in the group. (c) There must be an odd number of people in the group. (d) The group can have no more than 3 members. (e) There is no restriction on the number of people in the group."
svsu_2010_level2_19,"For which values of k does the system x2−y2 =0 (x−k)2+y2 =2 haveexactlytwodistinctsolutionsintheform(x,y)wherebothx andy arerealnumbers? (a) k=±1 (b) k=±2 (c) k=1 and k=−2 (d) k=−1 and k=2 (e) None of the above"
svsu_2010_level2_20,Find the number of pairs of positive integers that have greatest common divisor 3! and the least common multiple 18!. (a) 2 (b) 26 (c) 27 (d) 218 (e) None of the above (cid:16) (cid:17)2 (cid:0) (cid:1)2
svsu_2010_level2_21,"If log x+log y =7, then what is the value of log x + log y ? y x y x (a) 40 (b) 43 (c) 45 (d) 47 (e) 49 2010 SVSU Math Olympics Level II – page 5 of 5"
svsu_2010_level2_22,Thecirclesinthefigureshownareconcentric. Thechordshownistangent to the inner circle and has length 12. What is the area of the shaded region? (a) 24π (b) 32π (c) 36π (d) 40π (e) 48π
svsu_2010_level2_23,Howmany5-digitnumberswithalldigitsnon-zeroandnodigitrepeated are divisible by 25? (a) 360 (b) 420 (c) 450 (d) 480 (e) 500
svsu_2010_level2_24,"Each of two boxes contains 20 marbles, and each marble is either black or white. The total number of black marbles is different from the total number of white marbles. One marble is drawn at random from each box. The probability that both marbles are white is 0.21. What is the probability that both are black? (a) 0.22 (b) 0.23 (c) 0.24 (d) 0.25 (e) 0.26"
svsu_2010_level2_25,"If the repeating decimal 0.8451 is represented by the fraction a, where a and b are positive b integers with no common factors greater than 1, find a+b. (a) 303 (b) 4617 (c) 5211 (d) 6089 (e) 8451"
svsu_2010_level2_26,"If f(x)= a and g(x)= b, and if (f ◦g)(−1)=−1 and (f ◦g)(1)=−3, find a+3b. x−4 x 2 2 (a) 6 (b) 7 (c) 8 (d) 9 (e) 10"
svsu_2010_level2_27,"If sinx =2cosx, find the value of sinxcosx. (a) 1 (b) 2 (c) 1 (d) 1 (e) 2 3 3 4 5 5"
svsu_2010_level2_28,"Given equilateral triangle ABC with AB = 2 and a point P in C the interior of ABC. Let S , S and S be the perpendicular 1 2 3 distances from P to each side of the triangle ABC. What is S +S +S ? 1 2 3 (a) 2 P S S 3 2 √ S 1 (b) 2 A B √ (c) 3 (d) 3 (e) Not enough information given"
