id,problem
svsu_2014_mo_l2sol_11,"The function f(x) satisfies the equation f(x) = f(x−1)+f(x+1) for all values of x. If f(1) = 1 and f(2) = 3, what is the value of f(2014)? (a) 3 (b) 1 (c) −1 (d) −3 (e) none of the above The answer is: (c)"
svsu_2014_mo_l2sol_12,"In the diagram, the circle and the square have the same center O and equal areas. The circle has radius 1 and intersects one side of the square at P and Q. What is the length of PQ? 5 SVSU 2014 Math Olympics Solution Level II-page 6 of 12 √ √ √ √ (a) 4−π (b) 1 (c) 2 (d) 2− π (e) 4− π The answer is: (a)"
svsu_2014_mo_l2sol_13,"In the figure, ABC is a quarter of a circular pizza with center A and radius 20 cm. The piece of pizza is placed on a circular pan with A,B and C touching the circumference of the pan, as shown. What fraction of the pan is covered by the piece of pizza? √ √ (a) 1/4 (b) 1/ 2 (c) 1/2 (d) 2 2 (e) none of the above The answer is: (c) 6 SVSU 2014 Math Olympics Solution Level II-page 7 of 12"
svsu_2014_mo_l2sol_14,"A right triangle ABC is given. Semicircles are constructed with the sides of the triangle as diameters, as shown below. Suppose the area of the largest semicircle is 36 and the area of the smallest one is 16. What is the area of the other one? (a) 20 (b) 24 (c) 25 (d) 26 (e) none of the above The answer is: (a)"
svsu_2014_mo_l2sol_15,How many positive integers less than 1000 have only odd digits? (a) 125 (b) 155 (c) 165 (d) 150 (e) none of the above The answer is: (b) 7 SVSU 2014 Math Olympics Solution Level II-page 8 of 12
svsu_2014_mo_l2sol_16,"The tips of a five-pointed star are to be painted red, white and blue. How many ways can this be done if no adjacent points can be the same color? (a) 30 (b) 10 (c) 40 (d) 45 (e) none of the above The answer is: (a)"
svsu_2014_mo_l2sol_17,"If x > 0, x ̸= 1, a = log (x) and b = log (7), what is log (x)? 2 x 14 (a) ab (b) a+b (c) b−a (d) a/b (e) none of the above The answer is: (e) Solution 1: Note that b = log 7 = log 2 7 = log 2 7, i.e., ab = log 7. Hence x log x a 2 2 log x a a log x = 2 = = . 14 log 14 log 2+log 7 1+ab 2 2 2 Solution 2: Alternatively, one can convert logarithms to exponentials, we have a = log (x) 2 implies 2a = x. So 2 = x(1=a). Also b = log (7) implies 7 = xb. Thus 14 = x(1=a) · xb = x x(1=a+b) = x(1+ab=a). So 14(a=1+ab) = x and hence log (x) = a/1+ab. 14 8 SVSU 2014 Math Olympics Solution Level II-page 9 of 12"
svsu_2014_mo_l2sol_18,"Suppose that a,b,c, and d are positive integers that satisfy the equations ac+bd = 34 ad+bc = 43 What is the value of a+b+c+d? (a) 19 (b) 18 (c) 17 (d) 16 (e) none of the above The answer is: (b)"
svsu_2014_mo_l2sol_19,What is the coefficient of x3 in the polynomial (1+x+x2)20? (a) 20 (b) 380 (c) 1520 (d) 2340 (e) none of the above The answer is: (c)
svsu_2014_mo_l2sol_20,"Suppose f(x) = ax + b and a and b are real numbers. We define f (x) = f(x) and 1 f (x) = f(f (x)) for all positive integers n. If f (x) = 128x + 381, what is the value of n+1 n 7 a+b? (a) 7 (b) 5 (c) 3 (d) 2 (e) 1 The answer is: (b) 9 SVSU 2014 Math Olympics Solution Level II-page 10 of 12"
svsu_2014_mo_l2sol_21,"Let a,b and c be real numbers which satisfy the three equations below. 1 1 1 −1 1 1 a+ = , b+ = , c+ = . bc 5 ac 15 ab 3 What is the value of the quotient c−b? c−a (a) −5 (b) −3 (c) 1 (d) 3 (e) 5 The answer is: (d) Solution 1: Proceed with direct resolution of the three equations to get bc/5 = −ac/15 = ab/3. It then follows that a = −3b and c = −5b. Now substitute a and c in (c−b)/(c−a) to get 3. Solution 2: Alternatively, let S = abc+1. The equations can be rewritten as aS = 1, abc 5 bS = −1, and cS = 1. Since S ̸= 0, we have c−b = cS−bS = 3. (Note that real numbers 15 3 c−a cS−aS a,b,c satisfying the above equation do exist. They are a = 3u,b = −u,c = 5u where u is the unique real solution of the cubic equation 15x3 −x2 −1 = 0.)"
svsu_2014_mo_l2sol_22,Given are two parallel lines of distance 1 apart and a circle of radius 2. The circle is tangent to one of the lines√and cuts the other line. The area of the circular cap between the two parallel lines is a(cid:25) −b 3. Find the sum a+b of the two integers a and b. 3 (a) 3 (b) 4 (c) 5 (d) 6 (e) 7 The answer is: (c)
svsu_2014_mo_l2sol_23,The average of three consecutive multiples of 3 is a. The average of four consecutive multiples of 4 is a + 27. The average of the smallest and largest of these seven integers is 42. The value of a is (a) 15 (b) 18 (c) 24 (d) 27 (e) none of the above The answer is: (d)
svsu_2014_mo_l2sol_24,"Let AB and CD be two chords of a circle that intersect at a point P. Suppose that AP =√4,PB = 6,CP√= 2,PD = 12 and ∠AP√C = 90◦. What is the radius of the circle? (a) 4 3 (b) 3 6 (c) 8 (d) 5 2 (e) none of the above The answer is: (d)"
svsu_2014_mo_l2sol_25,For how many integers n is the value of n is an integer? 50−n (a) 1 (b) 2 (c) 3 (d) 4 (e) 5 The answer is: (e) √
