id,problem
svsu_2009_level1_solutions_11,Find(g◦f)(1). y 4 (a) 1 y =f(x) 3 (b) 2 (c) 3 (d) 4 (e) Notenoughinformationgiven y =g(x)
svsu_2009_level1_solutions_12,"Onthreesidesofacube,diagonalsaredrawnasshowninthepicture. Ifweunfold thecube,whichofthefollowingcouldweobtain? (a) (b) (c) (d) (e) Noneoftheabove"
svsu_2009_level1_solutions_13,Thetenpointsontherightformasquaregrid. Howmanyisoscelestrian- glescanbedrawnwithverticesatthepoints? (a) 8 (b) 16 (c) 24 (d) 32 (e) 40
svsu_2009_level1_solutions_14,Thenumbersfrom1to100arewrittenontoslipsofpaperandplacedintoahat. Howmanynumbers dowehavetopulloutofthehattomakesurethattheirproductisdivisibleby10? (a) 52 (b) 80 (c) 81 (d) 82 (e) 91
svsu_2009_level1_solutions_15,Simplify (cid:115) √ (cid:115) √ 4+ 15 4− 15 √ + √ 4− 15 4+ 15 (a) 0 (b) 2 (c) 8 (d) 19 (e) Noneoftheabove
svsu_2009_level1_solutions_16,"In the drawing on the right, the small white circle is the largest circle that fitsinsidethesemicircle. Whatistheratiooftheareaofthesmallcircleto theshadedarea? (a) 2:3 (b) 1:1 (c) 1:2 (d) 3:4 (e) 2:π"
svsu_2009_level1_solutions_17,Whatis5%of25%of4000? (a) 32 (b) 50 (c) 125 (d) 200 (e) 500
svsu_2009_level1_solutions_18,"If a∗b is the greatest common factor of two positive integers a and b, how many of the following equationsarenot alwaystrue? a∗1=a a∗b=b∗a a∗(b∗c)=(a∗b)∗c a∗(b+c)=a∗b+a∗c (a) 0 (b) 1 (c) 2 (d) 3 (e) 4"
svsu_2009_level1_solutions_19,"Suppose we arrange the numbers 1, 2, 3, 4 and 5 in the five squares so that the horizontal andtheverticallinebothaddupto8. Whichnumberhastogointhemiddlesquare? (a) 1 (b) 2 (c) 3 (d) 4 (e) 5"
svsu_2009_level1_solutions_20,"Forintegersa,bandc,define(a (cid:120) b  (cid:121)c)tomeanab−bc+ca. Then(1 (cid:120) −1  (cid:121)2)equals (a) −4 (b) −2 (c) 0 (d) 2 (e) 4"
svsu_2009_level1_solutions_21,A frog starts out by hopping one inch. Each successive hop is 2 inches longer than the previous hop. Howfarhashegonealltogetherattheendofhis13th hop? (a) 25in (b) 169in (c) 91in (d) 157in (e) Noneoftheabove
svsu_2009_level1_solutions_22,"Four points are on a line segment, as shown. If |AB| : |BC| = 1 : 2 and A B C D |BC|:|CD|=8:5,then|AB|:|BD|equals (a) 4:13 (b) 1:13 (c) 1:7 (d) 3:13 (e) 4:17"
svsu_2009_level1_solutions_23,"A square is cut into three congruent rectangles along two lines parallel to a side, as shown. If the perimeter of each of the three rectangles is 24, then the area of theoriginalsquareis (a) 24 (b) 36 (c) 64 (d) 81 (e) 96"
svsu_2009_level1_solutions_24,Whichofthefollowingtrianglescannotexist? (a) Anacuteisoscelestriangle (b) Anisoscelesrighttriangle (c) Anobtuserighttriangle (d) Ascalenerighttriangle (e) Ascaleneobtusetriangle
svsu_2009_level1_solutions_25,Fridaythe13th occurredtwomonthsinarowthisyear. Whatisthenextyearthatthiswillhappen? (a) 2021 (b) 2016 (c) 2015 (d) 2014 (e) Noneoftheabove
