id,problem
svsu_2009_level2_solutions_16,"Findthesumofthefirst100commontermsinthesequences 17,21,25,29,... 16,21,26,31,... (a) 21500 (b) 26350 (c) 47850 (d) 101100 (e) Noneoftheabove"
svsu_2009_level2_solutions_17,Simplify (cid:115) (cid:114) (cid:113) √ (cid:112) 13+30 2+ 9+4 2− 18. √ (a) 0 (b) 3 (c) 5 (d) 3 2 (e) Noneoftheabove √ √ √
svsu_2009_level2_solutions_18,Howmanyprimenumberslessthantenthousandhavedigitsthataddupto2? (a) 1 (b) 2 (c) 3 (d) 4 (e) 5
svsu_2009_level2_solutions_19,"In the drawing on the right, AB = 2R, C is the midpoint of AB, k1, k2 k1 andk3 aresemicircleswithdiametersAB,AC andCB,respectively. The k4 circlek4 istangenttok1,k2 andk3. FindtheshadedareaintermsofR. k2 k3 (a) πR2 4 A C B (b) 3πR2 (c) 5πR2 (d) 7πR2 (e) Noneoftheabove 16 36 32 2009SVSUMathOlympics LevelIISolutions–page9of12"
svsu_2009_level2_solutions_20,A sphere with a radius R is inscribed in a cube. Another (smaller) sphere is placed inside a corner of the cube so that it is tangent to three sides of the cube and to the big sphere (see the simplified picture on the right). Find the radius of the small sphereintermsofR. √ √ √ ( 3−1)R (cid:0) (cid:1) ( 2−1)R (a) r = (b) r = 2− 3 R (c) r = 2 2 (cid:16) √ (cid:17) (d) r = 2− 2 R (e) Noneoftheabove
svsu_2009_level2_solutions_21,Findtan9◦−tan27◦−tan63◦+tan81◦. (a) 1 (b) 2 (c) 3 (d) 4 (e) Noneoftheabove
svsu_2009_level2_solutions_22,A cube is inscribed in a half sphere so that four of its vertices are on the base and the other four are on the sphere. Find the ratio of the volume of thecubetothevolumeofthehalfball. √ √ √ √ (a) √3 (b) √2 (c) 3 (d) 2 (e) Noneoftheabove π 2 π 3 π π
svsu_2009_level2_solutions_23,"Ifs =cos2α+cos2β,findcos(α+β)cos(α−β)intermsofs. √ (a) s−1 (b) s−1 (c) s2 (d) 2 (e) Noneoftheabove s"
svsu_2009_level2_solutions_24,"Intheexpression a c e + + b d f each letter is replaced by one of the digits 1, 2, 3, 4, 5 and 6. What is the largest possible value of an expressionthatcanbeobtainedinthisway. (a) 82 (b) 95 (c) 91 (d) 92 (e) 101 3 6 3 3 3"
svsu_2009_level2_solutions_25,"Asquareiscutintothreerectanglesalongtwolinesparalleltoaside,asshown. If theperimetersofofthethreerectanglesare22,26and24,respectively,thenthe areaoftheoriginalsquareis (a) 24 (b) 36 (c) 64 (d) 81 (e) 96"
