id,problem
svsu_2012_mo_l2sol_13,The triangle △ABC has AB = 7 and the lengths of the other two sides have given ratio BC=C√A = 24=25. What is the largest possible area for√the △ABC? (a) 25 2 (b) 300 (c) 12 (d) 5 2 (e) none of the above The answer is: (b)
svsu_2012_mo_l2sol_14,"An equilateral triangle is inscribed in a square with side a so that one of the vertices of the triangle coincides with one of the vertices of the square. Find the area of the triangle in terms of a. 7 SVSU 2012 Math Olympics Solution Level II-page 8 of 13 √ √ √ √ (a) (2 2−3)a2 (b) (2 3−3)a2 (c) (2 5−3)a2 (d) (2 5−4)a2 (e) none of the above The answer is: (b) Solution 1: Let ABCD be the square and MNC the triangle. Let | BN |= x. Then | DM |= x and | AN |=| AM |= a−x. Let | CN |=| CM |=| MN |= y. From the right triangle△MAN wehave(a−x)2+(a−x)2 = y2 andfromtherighttriangle△CBN, wehave a2+x2 = y2. Thus a2+x2 = 2(a−x)2 which is equivalent to x2−4ax+a2 = 0. The quadratic √ √ √ √ formulagivesx = 4a± 16a2−4a2 = 4a±2a 3 = (2± 3)a. Sincethesolution(2+ 3)aisgreater √ √ √ 2 2 thana,itfollowsthatx = (2− 3)a. Hencey2 = 2(a−x)2 = 2(a−(2− 3)a)2 = 2( 3−1)2a2. √ √ √ √ √ √ So the area of △MCN is A = 3y2 = 32( 3−1)2a2 = 3(4−2 3)a2 = (2 3−3)a2. 4 4 2"
svsu_2012_mo_l2sol_15,"Horses A;B and C are entered in a three-horse race in which ties are not possible. If the odds against A winning are 3-to-1 and the odds against B winning are 2-to-3, what are the odds against C winning? (By \odds against X winning are p-to-q"" we mean that the probability of X winning the race is q .) p+q (a) 3-to-20 (b) 5-to-6 (c) 8-to-5 (d) 17-to-3 (e) 20-to-3 The answer is: (d)"
svsu_2012_mo_l2sol_16,"A frog makes 2 jumps, each 1 meter in length. The direction of the jumps are chosen independently and at random in any direction in a plane. What is the probability that the frogs (cid:12)nal position is at most 1 meter from its starting position? (a) 1 (b) 2 (c) 1 (d) 1 (e) none of the above 2 3 3 4 8 SVSU 2012 Math Olympics Solution Level II-page 9 of 13 The answer is: (c)"
svsu_2012_mo_l2sol_17,"Let z ;z and z be the roots of the polynomial Q(x) = x3 −9x2 +1. In other words, 1 2 3 Q(z ) = Q(z ) = Q(z ) = 0. IfP(x) = x5−x2−x, whatisthevalueofP(z )+P(z )+P(z )? 1 2 3 1 2 3 (a) 0 (b) 153;300 (c) 13;320 (d) 58;554 (e) none of the above The answer is: (d)"
svsu_2012_mo_l2sol_18,5 p is equal to which of the following numbers? 1+35 √5 √ √ √ √ (a) 3 5−1 (b) 6(1+ 3 5) (c) −3(1+35) (d) 1− 3 5+ 3 25 2 (e) none of the above The answer is: (d) 9 SVSU 2012 Math Olympics Solution Level II-page 10 of 13
svsu_2012_mo_l2sol_19,"For each real number x , let g(x) be the minimum value of the numbers 6x + 3;2x + 7;15−x. (For example if x = 2, then the three numbers are 15,11,13, so g(2) = 11.) What is the maximum value of g(x)? (a) 125 (b) 40 (c) 109 (d) 37 (e) none of the above 9 3 9 3 The answer is: (d)"
svsu_2012_mo_l2sol_20,Let f be de(cid:12)ned by f(0) = 1 and f(x+ 1) = 2f(x)− 1. What is f(−1)? 2 2 (a) 3 (b) 5 (c) 2 (d) Cannot be determined from the given information 4 8 (e) none of the above The answer is: (b)
svsu_2012_mo_l2sol_21,"If z is a complex number satisfying z5 = 1, but z4 ̸= 1, what is z4 +z3 +z2 +z? (a) −1 (b) 2 (c) 0 (d) i (e) none of the above The answer is: (a)"
svsu_2012_mo_l2sol_22,"An equilateral triangle △ABC with a side a is revolved about a straight line l through B that doesn’t intersect the triangle anywhere else. The angle (cid:11) betweenAB and l is between (cid:25) and (cid:25). Find the surface area of the solid obtained by rotating △ABC about l. 4 √ 2 √ √ (a) √3(cid:25)a2sin(cid:11) (b) 2 3(cid:25)a2sin(30◦ −(cid:11)) (c) 2 3(cid:25)a2cos(60◦ −(cid:11)) (d) 3(cid:25)a2cos(cid:11) (e) none of the above The answer is: (c) Solution S = (cid:25)aR is the surface area of the cone obtained by rotating AB about l where R is 1 1 1 the radius of the base. S = (cid:25)(R +R )a is the surface area of the portion of the cone obtained by rotating AC 2 1 2 about l, where R is the radius of the circle the point C traces out rotating about l. 2 S = (cid:25)aR is the surface area of the cone obtained by rotating BC about l. 3 2 The surface area of the solid obtained is S = S +S +S = (cid:25)aR +(cid:25)(R +R )a+(cid:25)aR . 1 2 3 1 1 2 2 Hence 11 SVSU 2012 Math Olympics Solution Level II-page 12 of 13 S = 2(cid:25)a(R +R ) 1 2 = 2(cid:25)a(asin(cid:11)+asin(120 ◦ −(cid:11))) = 2(cid:25)a2(sin(cid:11)+sin(120 ◦ −(cid:11))) (cid:11)+(120◦ −(cid:11)) (cid:11)−(120◦ −(cid:11)) = 2(cid:25)a22sin cos 2 2 = 4(cid:25)a2sin60 ◦ cos((cid:11)−60 ◦ ) √ = 2(cid:25)a2 3cos((cid:11)−60 ◦ )"
svsu_2012_mo_l2sol_23,Find the smallest positive integer n such that every digit of 45n is 0 or 4. (a) n = 23456789 (b) n = 123456789 (c) n = 987654321 (d) n = 98765432 (e) none of the above The answer is: (d)
svsu_2012_mo_l2sol_24,"Thirty bored students take turns walking down a hall that contains a row of closed lockers, numbered 1 to 30. The (cid:12)rst student opens all the lockers; the second student closes all the lockers numbered 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30; the third student operates on the lockers numbered 3, 6, 9, 12, 15, 18, 21, 24, 27, 30: if a locker was closed, he opens it, and if a locker was open, he closes it; and so on. For the ith student, he works on the lockers numbered by multiples of i: if a locker was closed, he opens it, and if a locker was open, he closes it. What is the number of lockers that remain open after all the students (cid:12)nish their walks? (a) 2 (b) 4 (c) 5 (d) 12 (e) none of the above The answer is: (c) 12 SVSU 2012 Math Olympics Solution Level II-page 13 of 13 Solution Answer: 5."
svsu_2012_mo_l2sol_25,Let n and d be (cid:12)xed integers. How many integers m are such that n2 +md is an exact square? (a) In(cid:12)nitely many m (b) 255 (c) 625 (d) no such m exists (e) none of the above The answer is: (a)
