id,problem
093adp,Let the operation ∗ be defined asa∗b$=b+$. The value of (1∗2)∗4 is a 1 1 1
094adq,"One hundred students at Century High School took an exam last year, and their mean score was 100. The number of non-seniors taking the exam was 50% more than the number of seniors, and the mean score of the seniors was 50% higher than that of the non-seniors. What was the mean score of the seniors?"
095adr,"A survey indicated that in a particular city, 60% of the patients visiting a doctor have a physical disorder, 35% have an emotional disorder, and 25% have both a physical disorder and an emotional disorder. What is the probability of a person having neither a physical nor an emotional disorder visiting a doctor?"
096ads,For what values of k will the remainder of division of$x^2$+kx+4 by x-1 be twice the remainder of division$ofx^2$+ kx+4byx+1?
097adt,The solution of the equation$log(logx)=2$is
098adu,"Given the isosceles triangle AEF (where$AE=AF)$with a path of 5 congruent segments A - B - C - D - E - F, the degree measure of angle A is"
099adv,Which of the following numbers are prime?
100adw,Simplify the expression x-1 -y-1
101adx,"When going outside on a cold winter day, Jill can choose from three winter coats, five wool scarves, two pairs of boots and four hats. But she will never wear her green scarf unless she wears the blue coat. How many different outfits might her friends see her in?"
102ady,"Coffee costs about$6 per pound in the United States. If a Canadian dollar exchanges for 75 U.S. cents, and a kilogram is about 2.2 pounds, what is the equivalent cost in Canadian dollars per kilogram? SVSU - 2005 Math Olympics Level I - Page 2"
103adz,"A table in a doll house is a scale model of a full sized table. The surface area of the top of the full sized table is 800 square inches. The surface area of the top of the doll house table is 2 square inches. If the doll house table is 1.5 inches high, how high is the full sized table?"
104aea,Solve the equation.$=$$9\cdot^9x$3
105aeb,"Assume that the digits 1, 0, and 8 are written so that A 4-digit example: they look the same when they are upside down as they do when they’re right-side up. Assume that the digits 6 and 9 are written so that an upside down 6 is identical to a 9. How many 5 digit numbers look the same upside down as they do right-side up. 890l l098"
106aec,"Suppose you are in a class of 20 students. If every student shakes hands with every other student, how many handshakes will there be?"
107aed,"A school has three clubs: cheerleaders, pep club and student council. Half of the student council members and all of the cheerleaders belong to the pep club. Two students are members of all three clubs. If there are 24 student council members, 6 cheerleaders, and 40 pep club members, how many students belong only to the pep club?"
108aee,A 400 meter track is to built with 100-meter straight- 100m aways on both sides and semicircular ends. (See the diagram.) How many meters wide should the track be x between the straight-aways so that the total perimeter 100m is 400 meters?
109aef,Find the perimeter of a rectangle whose area is 22 square meters and whose diagonal is 10 meters
110aeg,"Donald Duck can eat 2 pizzas in 3 minutes, while Goofy can eat 3 pizzas in 2 minutes. At these rates, how many pizzas can they eat together in an hour?"
111aeh,"If m$>$0 and the points (m,3) and (1,m) lie on a line with slope m, then m$=$$\sqrt$$\sqrt$$\sqrt$"
112aei,"An urn is filled with coins and beads, all of which are either silver or gold. Twenty percent of the objects in the urn are beads. Forty percent of the coins in the urn are silver. What percent of the objects in the urn are gold coins?"
113aej,$=$84 +411$\sqrt$
114aek,"The ratio of the radii of two concentric circles (circles having the same center) is 1:3. If AC is a diameter of the larger circle, BC is a chord of the larger circle that is tangent to the smaller circle, and AB$=$12, then the radius of the larger circle is"
115ael,The 12 in$\times$12 in configuration shown to the right made up of four tiles each represents a small square inscribed in a larger one. The shaded region has area 24$in^2.$The side length of each of the inner squares is$\sqrt$$\sqrt$$\sqrt$
116aem,"At a High School each freshman is taking exactly two of the following three courses: English, Math, Social Studies. The freshmen enrollments are: 20 in English, 17 in Math, 11 in Social Studies. How many freshmen are there?"
117aen,Let a polynomial P be a degree four polynomial such that 0$=$P(0)$=$P(1)$=$P(2)$=$P(-1) and P(-2)$=$12. Then P(3) equals
118aeo,"Jody read a book in 3 days. During the first day she read 1/5 of the book, plus 16 pages. During the second day she read 3/10 of what remained,plus 20 pages. During the third day she read 3/4 of what remained, plus 30 pages. How many pages were there in the book?"
119aep,"Determine a, b for which (-4,-3) is a solution of the system ax+by$=$-26 bx-ay$=$7"
120aeq,The Jones family is remodeling their house. The width of a rectangular room is in- creased by 30% and the length of that room is increased by 25%. By what percentage is the area of the room increased?
121aer,Which of these numbers is the smallest?$\sqrt$(cid:113) 93$\sqrt{1}$422-4 9-1
122aes,"The three circles have radii 1in, 2in and 3in. Which fraction of the square is shaded?"
123aet,A parallelogram ABCD is drawn so that the C triangle ABC is an isosceles triangle inscribed D inside circle of radius 12 and so that the one of its sides passes through the center. What is B the area of the parallelogram? A
124aeu,"If the point (3,5) is on the graph of y$=$-3f(2x+1)+2, which of the following must be true?"
125aev,Let p be a prime number and k an integer such that$x^2+kx+p$$=$0 has two distinct positive integer solutions. The value of k+p is
126aew,Which of the following are equivalent to$log(csc^2x)$? 1 1
127aex,"To find the distance between two points P and Q on opposite Q sides of a lake, a surveyor locates a point R, 20 feet from P, such the line PR is perpendicular to the line PQ. The angle PRQ is 60◦. Find the distance between P and Q.$\sqrt$$\sqrt{20}$3"
128aey,The difference between the area of the circle inscribed (the inner cir-$\sqrt{cle})$in a regular hexagon of side length 3 and the area of the circle in which the hexagon is inscribed (the outer circle) is
129aez,"The product N of three positive integers is six times their sum, and one of the integers is the sum of the other two. Find the sum of all possible values of N"
130afa,"Suppose that the digits 1, 0, and 8 are written so that they look the same when they are upside down as they do when they are right-side up. Also, the digits 6 and 9 are written so that by turning (rotating) a 6 upside down, we get a 9. Two 5-digit numbers are “flips” of each other if one is obtained by rotating the other upside down. For example, 61891 and 16819 are “flips” of each other. If all five-digit numbers (including those starting with 0 like"
131afb,"are being printed on slips of paper such that two numbers are printed on the same slip if and only if they are flips of one another, how many slips of paper are needed? 55"
132afc,Which of the following is not equivalent to sin(15◦)?$\sqrt$$\sqrt{p}$$\sqrt{6}-$2 2- 3 1
133afd,"Let x y$=$x+y. If a is a positive number such that a (a+1)$=$5, which of the below gives y x 2 the va☼lue of a? ☼"
134afe,"A belt driven wheel system shown in the figure consists of two outside simple wheels of radii 5in and 3in, respectively, and a middle compound$wheelmadebygluingconcentric^2inand^1inwheels,sothatthetwowheels$will rotate as one unit. Two belts are attached tightly between the wheels as shown. If the 5in wheel is moving at 4 rotations per minute (rpm), how fast is the 3in wheel rotating?"
135aff,A rectangle in inscribed in a circle of radius 1. The angle from the center to the corner A is \theta. The area of the rectangle equals \theta
136afg,A butterfly lands on one of the six squares of the t-shaped figure shown and then randomly moves to an adjacent square. What is the probability that G the butterfly ends up on the R square. Y W R B O
137afh,The corresponding trisectors of two angles (A and
138afi,"In ∆ABC,$m^6$ABC$=$120◦, AB$=$3 and BC$=$4. If perpendiculars constructed to AB at A and to BC at C meet at D, then CD$=$8 11 10"
139afj,$Asquareofperimeter^20isinscribedinasquareofperimeter^28(inscribedmeansthevertices$of the smaller square are on the sides of the larger square). What is the greatest distance between a vertex of the inner square and a vertex of the outer square?$\sqrt$$\sqrt$$\sqrt{7}$5$\sqrt$
140afk,"$Thelargergearhas^25teeth,andthesmallerhas^15teeth.$Ifthelarger$gearrotatesthroughanangleof^90$◦,throughwhatanglemeasuredoes the small gear rotate?"
141afl,"The Beatles (Paul, John, George and Ringo) took a math exam. Paul got correct half of the questions plus 7 questions, John got correct one third of the questions plus 17 questions, George got correct one fourth of the questions plus 22 questions, and Ringo got correct one fifth of the questions plus 25 questions. There were between one and 100 questions on the exam and each Beatle got an integer number of questions correct. Which Beatle got the most questions correct?"
142afm,If L is the line whose equation is ax + by$=$
143afn,"Let f(x) be a cubic polynomial in one variable x such that f(0)$6=$0 and with no repeated roots. Supposethatf(x)andf(-x)shareacommonroot. Whichofthefollowingpolynomials qualifies to be the least common multiple of f(x) and f(-x)? (The numbers a, b and c below are distinct)"
144afo,"In the figure to the right, ABGH, BCFG and CDEF are G x H x F x E congruentsquareswithsidelengthx. Thesumoftheangles α+β equals x"
145afp,"Thethreelittlepigsarediggingamoattokeepnastywolvesaway. Thefirsttwopigs, working together, could dig the moat in two hours. The first and third pigs, working together, could dig the moat in one hour and twelve minutes. The second and third pigs, working together, could complete the job in an hour and a half. How long will it take all three pigs working together to dig the moat?"
146afq,Riders on a Ferris wheel travel in a circle in a vertical plane. A particular wheel has radius 20 ft and rotates at a constant rate of one revolution per minute. How many seconds does it take a rider travel from the bottom of the wheel to a point 10 vertical feet above the bottom?
147afr,"For the regular pyramid to the right, the ratio h : a is 3 : 1. Find B the ratio t : a t$\sqrt$$\sqrt$"
148afs,"Roadrunner and Coyote are running on a highway simultaneously starting at the same point. Each maintains a constant speed within each 4-mile interval of the road. The speed of Coyote doubles from one interval to the next, while the speed of Roadrunner is reduced by half after SVSU - 2005 Math Olympics Level II - Page 8 each interval. Roadrunner starts at the speed of 32 mph and Coyote at 1 mph. By the time Coyote catches up with Roadrunner, how many (complete) miles would each have run?"
149aft,"The vertex of the parabola that passes through the points (-1,0), (0,1) and (1,3) is (cid:18) (cid:19) (cid:18) (cid:19) 3 1 3"
150afu,"If the point (3, 5) is on the graph ofy$=$-3f(2x+1)+2, which of the following must be true?"
151afv,Let p be a prime number and k an integer such that$x^2$+kx+ p$=0$has two distinct positive integer solutions. The value of k + p is
152afw,Which of the following are equivalent to$log(csc^2x)$? 1 1
153afx,"To find the distance between two points P and Q on opposite sides of a lake, a surveyor locates a point R, 20 feet from P, such that the line PR is perpendicular to the line PQ. The angle PRQ is 60°. Find the distance between P and Q. 20 30"
154afy,The difference between the area of the circle inscribed (the inner circle) in a regular hexagon of side length 3 and the area of the circle in which the hexagon is inscribed (the outer circle) is
155afz,"The product N of three positive integers is six times their sum, and one of the integers is the sum of the other two. Find the sum of all possible values of N"
156aga,"Suppose that the digits 1, 0, and 8 are written so that they look the same when they are upside down as they do when they’re right-side up. Also, the digits 6 and 9 are written so that by turning (rotating) a 6 upside down, we get a 9. Two 5-digit numbers are “flips” of each other if one is obtained by rotating the other upside down. For example, 61891 and 16819 are “flips” of each other. If all five-digit numbers (including those starting with 0 like 00027) are being printed on slips of paper such that two numbers are printed on the same slip if and only if they are flips of one another, how many slips of paper are needed?"
157agb,Which of the following is not equivalent tosin(15°)? 6 - 2 2- 3 1 2- 3$sin^75o$-$3cos^75o$
158agc,"Let x ☼$y=$+ . If a is a positive number such that a☼$(a+1)=$, which of the below y x 2 gives the value of a?"
159agd,"A belt driven wheel system shown in the figure consists of two outside simple wheels of radii 5in and 3in, respectively, and a middle compound wheel made by gluing concentric 2in and 1in wheels, so that the two wheels will rotate as one unit. Two belts are attached tightly between the wheels as shown. If the 5in wheel is moving at 4 rotations per minute (rpm), how fast is the 3in wheel rotating?"
160age,A rectangle is inscribed in a circle of radius 1. The angle from the center to the corner A is \theta. The area of the rectangle equals
161agf,"A butterfly lands on one of the six squares of the t-shaped figure shown and then randomly moves to an adjacent square. What is the probability that the butterfly ends up on the R square? (Here, two squares are adjacent if and only if they share a side)"
162agg,The corresponding tri-sectors of two angles (A and
163agh,"In ∆ABC, m∠ABC$=120o,$$AB=3$and BC$=4.$If perpendiculars constructed to AB at A and to BC at C meet at D, then$CD=$8 11 10"
164agi,A square of perimeter 20 is inscribed in a square of perimeter 28 (inscribed means the vertices of the smaller square are on the sides of the larger square). What is the greatest distance between a vertex of the inner square and a vertex of the outer square? 7 5
165agj,"The larger gear has 25 teeth, and the smaller has 15 teeth. If the larger gear rotates through an angle of 90°, through what angle measure does the small gear rotate? (The picture illustrates how the wheels move together but it’s not accurate in terms of the number of teeth!)"
166agk,"The Beatles (Paul, John, George and Ringo) took a math exam. Paul got correct half of the questions plus 7 questions, John got correct one third of the questions plus 17 questions, George got correct one fourth of the questions plus 22 questions, and Ringo got correct one fifth of the questions plus 25 questions. There were between one and 100 questions on the exam and each Beatle got an integer number of questions correct. Which Beatle got the most questions correct?"
167agl,If L is the line whose equation is ax + by$=$
168agm,"Let f(x) be a cubic polynomial in one variable x such that f(0)$\neq$0 and with no repeated roots. Suppose that f(x) and f(-x) share a common root. Which of the following polynomials could be the least common multiple (LCM) of f(x)and f(-x)? (The numbers ±a, ±b and ±c below are all distinct)"
169agn,"In the figure to the right, ABHG, BCFH and CDEF are congruent squares with side length x. The sum of the angles α +β equals"
170ago,"The three little pigs are digging a moat to keep nasty wolves away. The first two pigs, working together, could dig the moat in two hours. The first and third pigs, working together, could dig the moat in one hour and twelve minutes. The second and third pigs, working together, could complete the job in an hour and a half. How long will it take all three pigs working together to dig the moat?"
171agp,Riders on a Ferris wheel travel in a circle in a vertical plane. A particular wheel has radius 20 ft and rotates at a constant rate of one revolution per minute. How many seconds does it take a rider travel from the bottom of the wheel to a point 10 vertical feet above the bottom?
172agq,"For the right regular pyramid with a square base shown in the figure to the right, the ratio h : a is 3: 1, find the ratio t : a"
173agr,"Roadrunner and Coyote are running on a highway simultaneously starting at the same point. Each maintains a constant speed within each 4-mile interval of the road. The speed of Coyote doubles from one interval to the next, while the speed of Roadrunner is reduced by half after each interval. Roadrunner starts at the speed of 32 mph and Coyote at 1 mph. By the time Coyote catches up with Roadrunner, how many (complete) miles would each have run?"
174ags,"The vertex of the parabola that passes through the points (-1,0), (0,1) and (1,3) is 3 1 3 1 3"
175agt,Which of the following numbers is a prime?
176agu,Simplify the expression. x-1 - y-1
177agv,"When going outside on a cold winter day, Jill can choose from three winter coats, five wool scarves, two pairs of boots and four hats. The coats are of distinct colors, and so are the scarves. Jill will never wear her green scarf unless she wears the blue coat. If Jill wears a coat, a scarf, boots and a hat, how many different outfits might her friends see her in?"
178agw,"Coffee costs$6 per pound in the United States. If a Canadian dollar exchanges for 75 U.S. cents, and a kilogram is 2.2 pounds, what is the equivalent cost in Canadian dollars per kilogram?"
179agx,"A table in a doll house is a scale model of a full sized table. The surface area of the top of the full sized table is 800 square inches. The surface area of the top of the doll house table is 2 square inches. If the doll house table is 1.5 inches high, how high is the full sized table?"
180agy,Solve the equation. ⎜ ⎟$=9\cdot^9x$⎝3⎠
181agz,"Assume that the digits 1, 0, and 8 are written so that they look the same when they are upside down as they do when they’re right- side up. Assume that the digits 6 and 9 are written so that by turning (rotating) a 6 upside down, we get a 9. How many five- digit numbers, not including those which start with zero, look the same when rotated upside down as they do right-side up?"
182aha,"A class has 20 students. If every student shakes hands with every other student, how many handshakes will there be?"
183ahb,"A school has three clubs: Cheerleaders, Pep Club and Student Council. Half of the student council members and all of the cheerleaders belong to the pep club. Exactly two students are members of all three clubs. If there are 24 student council members, 6 cheerleaders, and 40 pep club members, how many students belong only to the pep club?"
184ahc,"A 400 meter track is to be built with 100-meter straight-aways on both sides and semicircular ends. (See the diagram.) How many meters wide, x, should the track be between the straight- aways so that the total perimeter is 400 meters?"
185ahd,Find the perimeter of a rectangle whose area is 22 square meters and whose diagonal is 10 meters.
186ahe,"Donald Duck can eat 2 pizzas in 3 minutes, while Goofy can eat 3 pizzas in 2 minutes. At these rates, how many pizzas can they eat together in one hour?"
187ahf,"If$m>0and$the points (m,3)and (1,m) lie on a line with slope m, then$m=$"
188ahg,"An urn is filled with coins and beads, all of which are either silver or gold. Twenty percent of the objects in the urn are beads. Forty percent of the coins in the urn are silver. What percent of the objects in the urn are gold coins?"
189ahh,"The ratio of the radii of two concentric circles (circles having the same center) is 1:3. If AC is a diameter of the larger circle, BC is a chord of the larger circle that is tangent to the smaller circle, and$AB=12,$then the radius of the larger circle is"
190ahi,"The large$12in\times^12in$square shown to the right is made up of four square tiles each having a small square inscribed in it. The four tiles are congruent, and some are mirror images of the others. The shaded region has area 24$in^2.$The side length of each of the small inscribed squares is"
191ahj,"At a high school each freshman is taking exactly two of the following three courses: English, Math, Social Studies. The freshmen enrollments are: 20 in English, 17 in Math, 11 in Social Studies. How many freshmen are there?"
192ahk,Let a polynomial P be a degree four polynomial such that 0$=$P(0)$=$P(1)$=$P(2)$=$P(-1) and P(-2)$=$12. Then P(3) equals
193ahl,"Jody read a book in 3 days. During the first day she read 1/5 of the book, plus 16 pages. During the second day she read 3/10 of what remained, plus 20 pages. During the third day she read 3/4 of what remained, plus 30 pages. How many pages were there in the book?"
194ahm,"Determine a, b for which (-4, -3) is a solution of the system ax + by$=$-26 bx - ay$=$7"
195ahn,The Jones family is remodeling their house. The width of a rectangular room is increased by 30% and the length of that room is increased by 25%. By what percentage is the area of the room increased?
196aho,Which of these numbers is the smallest? 93 422-4 9-1
197ahp,"The three circles have radii 1in, 2in and 3in. What fraction of the area of the outer square is shaded? 3\pi 3"
198ahq,"A parallelogram ABCD is drawn so that the triangle ABC is an isosceles triangle inscribed in a circle of radius 12, so that the side AB passes through the center. What is the area of the parallelogram?"
199ahr,"Asquareisinscribedinacircle,whichisinscribedinanothersquare. Whatistheratioofthearea ofthesmallersquaretotheareaofthelargersquare?"
200ahs,Whichofthefollowingchoiceshasadifferentvaluefromtheotherchoices? 240+2 245+245
201aht,$Atwhattimebetween^7$:$00pmand^8$:00pmwillthehourhandandtheminutehandpointinoppo- sitedirections?(Assumethatthehandsmovesmoothlywithoutjumps.)
202ahu,Theexpression simplifiesto x+2y+z
203ahv,WhichofthefollowingdefinitionsofxPy$guaranteesthatxPy=yPx$? x x y
204ahw,"$Akindergartenteacherneedstoseat^5childreninarow.$Thetwins,TerryandSherry,needtosit$nexttoeachotherortheywillcry.Howmanywayscantheteacherseatthe^5childrensothatTerry$andSherryarenexttoeachother?"
